codigo_alimento,descricao_alimento,codigo_preparacao,descricao_preparacao,codigo_medida,descricao_medida,codigo_medida_referencia,descricao_medida_referencia,quantidade_g,codigo_fonte,descricao_fonte,preparacao_normalizada,medida_caseira
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,18,COPO AMERICANO,106.0,XICARA DE CHA,150.0,15.0,Copo americano,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,19,COPO DE CAFEZINHO,106.0,XICARA DE CHA,50.0,1.0,copo de cafezinho,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,20,COPO DE REQUEIJAO,106.0,XICARA DE CHA,240.0,1.0,Copo de requeijão,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,21,COPO GRANDE,106.0,XICARA DE CHA,300.0,7.0,copo grande,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,22,COPO MEDIO,106.0,XICARA DE CHA,240.0,1.0,copo médio,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,68,GRAMA,106.0,XICARA DE CHA,1.0,15.0,Grama,,False
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,72,LATA (350 ML),106.0,XICARA DE CHA,350.0,15.0,lata de 350ml,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,76,LITRO,106.0,XICARA DE CHA,1000.0,15.0,litro,,False
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,94,QUILO,106.0,XICARA DE CHA,1000.0,15.0,Quilo,,False
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,105,XICARA DE CAFE,106.0,XICARA DE CHA,50.0,15.0,xícara de café,,True
8205201,"CHA DIET (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,106,XICARA DE CHA,106.0,XICARA DE CHA,200.0,1.0,xícara de chá,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,23,COPO TULIPA,22.0,COPO MEDIO,290.0,1.0,copo tulipa,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,36,GARRAFA (200 ML),22.0,COPO MEDIO,200.0,15.0,garrafa de 200ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,37,GARRAFA (237 ML),22.0,COPO MEDIO,237.0,15.0,garrafa de 237ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,39,GARRAFA (250 ML),22.0,COPO MEDIO,250.0,15.0,garrafa de 250ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,54,GARRAFA (600 ML),22.0,COPO MEDIO,600.0,15.0,garrafa de 600ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,69,LATA (250 ML),22.0,COPO MEDIO,250.0,15.0,lata de 250ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,103,UNIDADE,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8205402,PARAGUAI REFRIGERANTE TRADICIONAL,99,NAO SE APLICA,104,UNIDADE PEQUENA,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8205803,GATORADE,99,NAO SE APLICA,22,COPO MEDIO,103.0,UNIDADE,240.0,1.0,copo médio,,True
8205803,GATORADE,99,NAO SE APLICA,48,GARRAFA (400 ML),103.0,UNIDADE,400.0,15.0,garrafa de 400ml,,True
8205803,GATORADE,99,NAO SE APLICA,50,GARRAFA (500 ML),103.0,UNIDADE,500.0,15.0,garrafa de 500ml,,True
8205803,GATORADE,99,NAO SE APLICA,66,GARRAFA (N. E.),103.0,UNIDADE,500.0,5.0,Gatorade - 1 garrafa pet,,True
8205803,GATORADE,99,NAO SE APLICA,68,GRAMA,103.0,UNIDADE,1.0,15.0,Grama,,False
8205803,GATORADE,99,NAO SE APLICA,94,QUILO,103.0,UNIDADE,1000.0,15.0,Quilo,,False
8205803,GATORADE,99,NAO SE APLICA,103,UNIDADE,103.0,UNIDADE,500.0,5.0,Gatorade - garrafa pet,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,39,GARRAFA (250 ML),22.0,COPO MEDIO,250.0,15.0,garrafa de 250ml,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,42,GARRAFA (290 ML),22.0,COPO MEDIO,290.0,15.0,garrafa de 290ml,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,43,GARRAFA (300 ML),22.0,COPO MEDIO,300.0,15.0,garrafa de 300ml,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,69,LATA (250 ML),22.0,COPO MEDIO,250.0,15.0,lata de 250ml,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,103,UNIDADE,22.0,COPO MEDIO,500.0,5.0,Gatorade - garrafa pet,,True
8205901,BEBIDA ENERGETICA,99,NAO SE APLICA,106,XICARA DE CHA,22.0,COPO MEDIO,200.0,1.0,xícara de chá,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,9,CANECA,106.0,XICARA DE CHA,300.0,15.0,Caneca de 300ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,10,CANECO,106.0,XICARA DE CHA,300.0,15.0,Caneca de 300ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,18,COPO AMERICANO,106.0,XICARA DE CHA,150.0,15.0,Copo americano,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,19,COPO DE CAFEZINHO,106.0,XICARA DE CHA,50.0,1.0,copo de cafezinho,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,20,COPO DE REQUEIJAO,106.0,XICARA DE CHA,240.0,1.0,Copo de requeijão,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,21,COPO GRANDE,106.0,XICARA DE CHA,300.0,7.0,copo grande,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,22,COPO MEDIO,106.0,XICARA DE CHA,240.0,1.0,copo médio,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,23,COPO TULIPA,106.0,XICARA DE CHA,290.0,1.0,copo tulipa,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,36,GARRAFA (200 ML),106.0,XICARA DE CHA,200.0,15.0,garrafa de 200ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,50,GARRAFA (500 ML),106.0,XICARA DE CHA,500.0,15.0,garrafa de 500ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,68,GRAMA,106.0,XICARA DE CHA,1.0,15.0,Grama,,False
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,70,LATA (335 ML),106.0,XICARA DE CHA,335.0,15.0,lata de 335ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,72,LATA (350 ML),106.0,XICARA DE CHA,350.0,15.0,lata de 350ml,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,76,LITRO,106.0,XICARA DE CHA,1000.0,15.0,litro,,False
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,79,MILILITRO,106.0,XICARA DE CHA,1.0,15.0,mililitro,,False
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,94,QUILO,106.0,XICARA DE CHA,1000.0,15.0,Quilo,,False
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,101,TACA,106.0,XICARA DE CHA,150.0,1.0,Vinho - taça,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,103,UNIDADE,106.0,XICARA DE CHA,240.0,1.0,copo médio,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,105,XICARA DE CAFE,106.0,XICARA DE CHA,50.0,15.0,xícara de café,,True
8206301,"CHA (PRETO, CAMOMILA, ERVA CIDREIRA, CAPIM LIMAO, ETC)",99,NAO SE APLICA,106,XICARA DE CHA,106.0,XICARA DE CHA,200.0,1.0,xícara de chá,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,9,CANECA,105.0,XICARA DE CAFE,300.0,15.0,Caneca de 300ml,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,18,COPO AMERICANO,105.0,XICARA DE CAFE,150.0,15.0,Copo americano,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,21,COPO GRANDE,105.0,XICARA DE CAFE,300.0,7.0,copo grande,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,22,COPO MEDIO,105.0,XICARA DE CAFE,240.0,1.0,copo médio,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,68,GRAMA,105.0,XICARA DE CAFE,1.0,15.0,Grama,,False
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,94,QUILO,105.0,XICARA DE CAFE,1000.0,15.0,Quilo,,False
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,105,XICARA DE CAFE,105.0,XICARA DE CAFE,50.0,15.0,xícara de café,,True
8206402,CAFE SOLUVEL CAPUCCINO,99,NAO SE APLICA,106,XICARA DE CHA,105.0,XICARA DE CAFE,200.0,1.0,xícara de chá,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,42,GARRAFA (290 ML),22.0,COPO MEDIO,290.0,15.0,garrafa de 290ml,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,50,GARRAFA (500 ML),22.0,COPO MEDIO,500.0,15.0,garrafa de 500ml,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,69,LATA (250 ML),22.0,COPO MEDIO,250.0,15.0,lata de 250ml,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,70,LATA (335 ML),22.0,COPO MEDIO,335.0,15.0,lata de 335ml,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8207401,REFRIGERANTE DE GUARANA DIET,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8207402,GUARANA DIET,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8207402,GUARANA DIET,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8207402,GUARANA DIET,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8207402,GUARANA DIET,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8207402,GUARANA DIET,99,NAO SE APLICA,43,GARRAFA (300 ML),22.0,COPO MEDIO,300.0,15.0,garrafa de 300ml,,True
8207402,GUARANA DIET,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8207402,GUARANA DIET,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8207402,GUARANA DIET,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,36,GARRAFA (200 ML),22.0,COPO MEDIO,200.0,15.0,garrafa de 200ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,43,GARRAFA (300 ML),22.0,COPO MEDIO,300.0,15.0,garrafa de 300ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,46,GARRAFA (350 ML),22.0,COPO MEDIO,350.0,15.0,garrafa de 350ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,50,GARRAFA (500 ML),22.0,COPO MEDIO,500.0,15.0,garrafa de 500ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,54,GARRAFA (600 ML),22.0,COPO MEDIO,600.0,15.0,garrafa de 600ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,64,"GARRAFA (2,25 L)",22.0,COPO MEDIO,2250.0,15.0,"garrafa de 2,25l",,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8207601,REFRIGERANTE DE LIMAO DIET,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8207705,FANTA UVA LIGHT,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8207705,FANTA UVA LIGHT,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8207705,FANTA UVA LIGHT,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8207705,FANTA UVA LIGHT,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8207705,FANTA UVA LIGHT,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8208104,MATE LIGHT,99,NAO SE APLICA,21,COPO GRANDE,106.0,XICARA DE CHA,300.0,7.0,copo grande,,True
8208104,MATE LIGHT,99,NAO SE APLICA,68,GRAMA,106.0,XICARA DE CHA,1.0,15.0,Grama,,False
8208104,MATE LIGHT,99,NAO SE APLICA,94,QUILO,106.0,XICARA DE CHA,1000.0,15.0,Quilo,,False
8208104,MATE LIGHT,99,NAO SE APLICA,106,XICARA DE CHA,106.0,XICARA DE CHA,200.0,1.0,xícara de chá,,True
8209002,AGUA TONICA LIGHT,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8209002,AGUA TONICA LIGHT,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8209002,AGUA TONICA LIGHT,99,NAO SE APLICA,70,LATA (335 ML),22.0,COPO MEDIO,335.0,15.0,lata de 335ml,,True
8209002,AGUA TONICA LIGHT,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8209102,PARAGUAI REFRIGERANTE LIGHT,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8209102,PARAGUAI REFRIGERANTE LIGHT,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8209102,PARAGUAI REFRIGERANTE LIGHT,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8209102,PARAGUAI REFRIGERANTE LIGHT,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8209102,PARAGUAI REFRIGERANTE LIGHT,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,9,CANECA,22.0,COPO MEDIO,300.0,15.0,Caneca de 300ml,,True
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8211002,Q-SUCO LIGHT,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8211003,Q-REFRESKO LIGHT,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8211003,Q-REFRESKO LIGHT,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8211003,Q-REFRESKO LIGHT,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8211003,Q-REFRESKO LIGHT,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8211102,Q-SUCO DIET,99,NAO SE APLICA,18,COPO AMERICANO,22.0,COPO MEDIO,150.0,15.0,Copo americano,,True
8211102,Q-SUCO DIET,99,NAO SE APLICA,20,COPO DE REQUEIJAO,22.0,COPO MEDIO,240.0,1.0,Copo de requeijão,,True
8211102,Q-SUCO DIET,99,NAO SE APLICA,21,COPO GRANDE,22.0,COPO MEDIO,300.0,7.0,copo grande,,True
8211102,Q-SUCO DIET,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8211102,Q-SUCO DIET,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8211102,Q-SUCO DIET,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,9,CANECA,105.0,XICARA DE CAFE,300.0,15.0,Caneca de 300ml,,True
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,18,COPO AMERICANO,105.0,XICARA DE CAFE,150.0,15.0,Copo americano,,True
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,20,COPO DE REQUEIJAO,105.0,XICARA DE CAFE,240.0,1.0,Copo de requeijão,,True
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,22,COPO MEDIO,105.0,XICARA DE CAFE,240.0,1.0,copo médio,,True
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,68,GRAMA,105.0,XICARA DE CAFE,1.0,15.0,Grama,,False
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,94,QUILO,105.0,XICARA DE CAFE,1000.0,15.0,Quilo,,False
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,105,XICARA DE CAFE,105.0,XICARA DE CAFE,50.0,15.0,xícara de café,,True
8212401,CAFE CAPUCCINO SOLUVEL LIGHT,99,NAO SE APLICA,106,XICARA DE CHA,105.0,XICARA DE CAFE,200.0,1.0,xícara de chá,,True
8212501,CAFE CAPUCCINO SOLUVEL DIET,99,NAO SE APLICA,18,COPO AMERICANO,105.0,XICARA DE CAFE,150.0,15.0,Copo americano,,True
8212501,CAFE CAPUCCINO SOLUVEL DIET,99,NAO SE APLICA,68,GRAMA,105.0,XICARA DE CAFE,1.0,15.0,Grama,,False
8212501,CAFE CAPUCCINO SOLUVEL DIET,99,NAO SE APLICA,94,QUILO,105.0,XICARA DE CAFE,1000.0,15.0,Quilo,,False
8212501,CAFE CAPUCCINO SOLUVEL DIET,99,NAO SE APLICA,105,XICARA DE CAFE,105.0,XICARA DE CAFE,50.0,15.0,xícara de café,,True
8212501,CAFE CAPUCCINO SOLUVEL DIET,99,NAO SE APLICA,106,XICARA DE CHA,105.0,XICARA DE CAFE,200.0,1.0,xícara de chá,,True
8212902,AGUA TONICA DIET,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8212902,AGUA TONICA DIET,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8212902,AGUA TONICA DIET,99,NAO SE APLICA,70,LATA (335 ML),22.0,COPO MEDIO,335.0,15.0,lata de 335ml,,True
8212902,AGUA TONICA DIET,99,NAO SE APLICA,72,LATA (350 ML),22.0,COPO MEDIO,350.0,15.0,lata de 350ml,,True
8212902,AGUA TONICA DIET,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8212906,REFRIGERANTE DE QUININO DIETETICO,99,NAO SE APLICA,22,COPO MEDIO,22.0,COPO MEDIO,240.0,1.0,copo médio,,True
8212906,REFRIGERANTE DE QUININO DIETETICO,99,NAO SE APLICA,39,GARRAFA (250 ML),22.0,COPO MEDIO,250.0,15.0,garrafa de 250ml,,True
8212906,REFRIGERANTE DE QUININO DIETETICO,99,NAO SE APLICA,40,GARRAFA (275 ML),22.0,COPO MEDIO,275.0,15.0,garrafa de 275ml,,True
8212906,REFRIGERANTE DE QUININO DIETETICO,99,NAO SE APLICA,68,GRAMA,22.0,COPO MEDIO,1.0,15.0,Grama,,False
8212906,REFRIGERANTE DE QUININO DIETETICO,99,NAO SE APLICA,94,QUILO,22.0,COPO MEDIO,1000.0,15.0,Quilo,,False
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,9,CANECA,106.0,XICARA DE CHA,300.0,15.0,Caneca de 300ml,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,10,CANECO,106.0,XICARA DE CHA,300.0,15.0,Caneca de 300ml,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,18,COPO AMERICANO,106.0,XICARA DE CHA,150.0,15.0,Copo americano,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,20,COPO DE REQUEIJAO,106.0,XICARA DE CHA,240.0,1.0,Copo de requeijão,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,21,COPO GRANDE,106.0,XICARA DE CHA,300.0,7.0,copo grande,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,22,COPO MEDIO,106.0,XICARA DE CHA,240.0,1.0,copo médio,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,68,GRAMA,106.0,XICARA DE CHA,1.0,15.0,Grama,,False
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,79,MILILITRO,106.0,XICARA DE CHA,1.0,15.0,mililitro,,False
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,94,QUILO,106.0,XICARA DE CHA,1000.0,15.0,Quilo,,False
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,105,XICARA DE CAFE,106.0,XICARA DE CHA,50.0,15.0,xícara de café,,True
8213003,CHA MATE ORGANICO,99,NAO SE APLICA,106,XICARA DE CHA,106.0,XICARA DE CHA,200.0,1.0,xícara de chá,,True
